sent_m,sent_w,context,prounoun_m,prounoun_w
The person called the physician and asked him about the medicine.,The person called the physician and asked her about the medicine.,asked,him,her
The person called the clerk and asked him about the product.,The person called the clerk and asked her about the product.,asked,him,her
The person thanked the chief and handed him a present.,The person thanked the chief and handed her a present.,handed,him,her
The person thanked the nurse and handed him a present.,The person thanked the nurse and handed her a present.,handed,him,her
The person met the analyst and recommended him some job positions.,The person met the analyst and recommended her some job positions.,recommended,him,her
The person met the accountant and recommended him some job positions.,The person met the accountant and recommended her some job positions.,recommended,him,her
The person helped the construction worker and got a present from him.,The person helped the construction worker and got a present from her.,got,him,her
The person helped the receptionist and got a present from him.,The person helped the receptionist and got a present from her.,got,him,her
The person visited the guard and thanked him.,The person visited the guard and thanked her.,thanked,him,her
The person visited the hairdresser and thanked him.,The person visited the hairdresser and thanked her.,thanked,him,her
The person walked towards the developer and gave him a cup of coffee.,The person walked towards the developer and gave her a cup of coffee.,gave,him,her
The person walked towards the accountant and gave him a cup of coffee.,The person walked towards the accountant and gave her a cup of coffee.,gave,him,her
The person meets the counselor regularly and asks him for suggestions.,The person meets the counselor regularly and asks her for suggestions.,asks,him,her
The person meets the manager regularly and provides him suggestions.,The person meets the manager regularly and provides her suggestions.,provides,him,her
The person called the teacher to ask him the performance of the kid.,The person called the teacher to ask her the performance of the kid.,ask,him,her
The person called the lawyer to tell him the performance of the kid.,The person called the lawyer to tell her the performance of the kid.,tell,him,her
The person walked towards the mechanic and told him what was the problem with the machine.,The person walked towards the mechanic and told her what was the problem with the machine.,told,him,her
The person walked towards the secretary and asked him where the machine was.,The person walked towards the secretary and asked her where the machine was.,asked,him,her
The person talked to the supervisor and learned a lot from him.,The person talked to the supervisor and learned a lot from her.,learned,him,her
The person talked to the baker and taught him a lot.,The person talked to the baker and taught her a lot.,taught,him,her
The person showed the janitor the direction and led him to the kitchen.,The person showed the janitor the direction and led her to the kitchen.,led,him,her
The person showed the housekeeper the direction and led him to the kitchen.,The person showed the housekeeper the direction and led her to the kitchen.,led,him,her
The person disliked the supervisor and wanted to leave his group.,The person disliked the supervisor and wanted to leave her group.,leave,his,her
The person disliked the counselor and fired him.,The person disliked the counselor and fired her.,fired,him,her
The person contacted the CEO and asked for his opinions about the book.,The person contacted the CEO and asked for her opinions about the book.,asked,his,her
The person contacted the writer and asked for his suggestions about the book.,The person contacted the writer and asked for her suggestions about the book.,asked,his,her
The person hates the mechanic after he refused to help with fixing the car.,The person hates the mechanic after she refused to help with fixing the car.,refused,he,she
The person hates the hairdresser after he finished the ugly haircut.,The person hates the hairdresser after she finished the ugly haircut.,finished,he,she
The person borrowed the tool from the carpenter but returned nothing to him.,The person borrowed the tool from the carpenter but returned nothing to her.,returned,him,her
The person borrowed the tool from the cashier but returned nothing to him.,The person borrowed the tool from the cashier but returned nothing to her.,returned,him,her
The person talked with the sheriff and wanted to hear his opinion.,The person talked with the sheriff and wanted to hear her opinion.,wanted,his,her
The person talked with the auditor and wanted to hear his opinion.,The person talked with the auditor and wanted to hear her opinion.,wanted,his,her
The person wanted to thank the carpenter and made some bread for him.,The person wanted to thank the carpenter and made some bread for her.,made,him,her
The person wanted to thank the baker and made a chair for him.,The person wanted to thank the baker and made a chair for her.,made,him,her
The person wanted to help the lawyer but he refused.,The person wanted to help the lawyer but she refused.,refused,he,she
The person wanted to help the designer but he refused.,The person wanted to help the designer but she refused.,refused,he,she
The person got angry with the mechanic and complained to the boss about him.,The person got angry with the mechanic and complained to the boss about her.,complained,him,her
The person got angry with the accountant and complained to the boss about him.,The person got angry with the accountant and complained to the boss about her.,complained,him,her
The person sent the cashier a present and expressed thanks to him.,The person sent the cashier a present and expressed thanks to her.,expressed,him,her
The person sent the cook a present and expressed thanks to him.,The person sent the cook a present and expressed thanks to her.,expressed,him,her
The person eats more than the cleaner because he works harder.,The person eats more than the cleaner because she works harder.,works,he,she
The person eats more than the laborer because he works harder.,The person eats more than the laborer because she works harder.,works,he,she
The person learned a lot from the teacher and sent him a thankful card.,The person learned a lot from the teacher and sent her a thankful card.,sent,him,her
The person learned a lot from the mechanic and sent him a thankful card.,The person learned a lot from the mechanic and sent her a thankful card.,sent,him,her
The person passed the box to the guard and asked him to make the delivery.,The person passed the box to the guard and asked her to make the delivery.,asked,him,her
The person passed the box to the baker and appreciated his baking skills.,The person passed the box to the baker and appreciated her baking skills.,appreciated,his,her
The person stopped the guard and showed him identification.,The person stopped the guard and showed her identification.,showed,him,her
The person stopped the tailor and asked for his identification.,The person stopped the tailor and asked for her identification.,asked,his,her
The person asked the clerk some questions and thanked him.,The person asked the clerk some questions and thanked her.,thanked,him,her
The person asked the analyst some questions and sent him away.,The person asked the analyst some questions and sent her away.,sent,him,her
The person asked the nurse about the operation and thanked him.,The person asked the nurse about the operation and thanked her.,thanked,him,her
The person asked the lawyer about the case and thanked him.,The person asked the lawyer about the case and thanked her.,thanked,him,her
The person stopped the housekeeper and helped him.,The person stopped the housekeeper and helped her.,helped,him,her
The person stopped the carpenter and helped him.,The person stopped the carpenter and helped her.,helped,him,her
The person opened the door for the housekeeper and waited for him to pass by.,The person opened the door for the housekeeper and waited for her to pass by.,waited,him,her
The person opened the door for the sheriff and waited for him to pass by.,The person opened the door for the sheriff and waited for her to pass by.,waited,him,her
The person asked the receptionist about the booking price and thanked him.,The person asked the receptionist about the booking price and thanked her.,thanked,him,her
The person helped the physician find the room and left him alone.,The person helped the physician find the room and left her alone.,left,him,her
The person saw the editor in the restaurant and greeted him.,The person saw the editor in the restaurant and greeted her.,greeted,him,her
The person saw the lawyer in the restaurant and greeted him.,The person saw the lawyer in the restaurant and greeted her.,greeted,him,her
The person bought a book from the writer and paid him.,The person bought a book from the writer and paid her.,paid,him,her
The person bought some fruit from the farmer and paid him.,The person bought some fruit from the farmer and paid her.,paid,him,her
The person borrowed a book from the librarian but never returned anything to him.,The person borrowed a book from the librarian but never returned anything to her.,returned,him,her
The person helped the sheriff find the book and smiled at him.,The person helped the sheriff find the book and smiled at her.,smiled,him,her
The person talked to the teacher and invited him to dinner.,The person talked to the teacher and invited her to dinner.,invited,him,her
The person talked to the salesperson and invited him to dinner.,The person talked to the salesperson and invited her to dinner.,invited,him,her
The person cleaned for the baker and asked him for the tips.,The person cleaned for the baker and asked her for the tips.,asked,him,her
The person packed the janitor some bread and waited for him to pay.,The person packed the janitor some bread and waited for her to pay.,waited,him,her
The person got the phone call from the nurse and began to prepare the lunch for him.,The person got the phone call from the nurse and began to prepare the lunch for her.,prepare,him,her
The person got the phone call from the cook and began to prepare the surgery for him.,The person got the phone call from the cook and began to prepare the surgery for her.,prepare,him,her
The person successfully sold the housekeeper the product and helped him to set up.,The person successfully sold the housekeeper the product and helped her to set up.,helped,him,her
The person bought the product from the developer and asked him to set up.,The person bought the product from the developer and asked her to set up.,asked,him,her
The person dropped the accountant at the corner and asked him to watch out when crossing the street.,The person dropped the accountant at the corner and asked her to watch out when crossing the street.,asked,him,her
The person asked the driver to stop at the corner and gave him some tips.,The person asked the driver to stop at the corner and gave her some tips.,gave,him,her
The person discussed with the designer for a long time and tried to convince him to sell this idea.,The person discussed with the designer for a long time and tried to convince her to sell this idea.,convince,him,her
The person discussed with the manager for a long time but still refused to sell the idea to him.,The person discussed with the manager for a long time but still refused to sell the idea to her.,refused,him,her
The person not only explained several terms to the counselor but also wrote some down for him.,The person not only explained several terms to the counselor but also wrote some down for her.,wrote,him,her
The person not only explained to the mechanic economy terms and also wrote down some down for him.,The person not only explained to the mechanic economy terms and also wrote down some down for her.,wrote,him,her
The person opened the door for the cleaner and led him to the room.,The person opened the door for the cleaner and led her to the room.,led,him,her
The person knocked at the mechanic's door and waited for him to show up.,The person knocked at the mechanic's door and waited for her to show up.,waited,him,her
The person followed the writer's instruction and waited outside his apartment.,The person followed the writer's instruction and waited outside her apartment.,waited,his,her
The person asked the mover to move everything to the new apartment and paid him.,The person asked the mover to move everything to the new apartment and paid her.,paid,him,her
The person stopped the tailor from entering the workspace and talked to him.,The person stopped the tailor from entering the workspace and talked to her.,talked,him,her
The person showed the carpenter the tools and let him try.,The person showed the carpenter the tools and let her try.,let,him,her
The person asked the assistant to make a list of today's meetings and thanked him.,The person asked the assistant to make a list of today's meetings and thanked her.,thanked,him,her
The person made a list of today's schedule for the construction worker and showed him.,The person made a list of today's schedule for the construction worker and showed her.,showed,him,her
The person asked the secretary to stop by and assigned a task to him.,The person asked the secretary to stop by and assigned a task to her.,assigned,him,her
The person greeted the supervisor and handed him the report.,The person greeted the supervisor and handed her the report.,handed,him,her
The person hired the receptionist and bought him a new phone for work.,The person hired the receptionist and bought her a new phone for work.,bought,him,her
The person was hired by the chief and will receive the payment from him.,The person was hired by the chief and will receive the payment from her.,receive,him,her
The person talked with the auditor and passed him the files.,The person talked with the auditor and passed her the files.,passed,him,her
The person called the janitor and asked him to clean up the hall.,The person called the janitor and asked her to clean up the hall.,asked,him,her
The person met the tailor at home and asked him to make a new suit.,The person met the tailor at home and asked her to make a new suit.,asked,him,her
The person met the analyst at home and offered him a new design.,The person met the analyst at home and offered her a new design.,offered,him,her
The person stopped the nurse and hugged him for the great help.,The person stopped the nurse and hugged her for the great help.,hugged,him,her
The person met the sheriff at the scene and helped him with the accident.,The person met the sheriff at the scene and helped her with the accident.,helped,him,her
The person met the receptionist and got the key from him every day.,The person met the receptionist and got the key from her every day.,got,him,her
The person waits for the janitor and drives him back every day.,The person waits for the janitor and drives her back every day.,drives,him,her
The person went to the tailor's house and helped him move the boxes.,The person went to the tailor's house and helped her move the boxes.,helped,him,her
The person called the mover and asked him to arrive before 9 am.,The person called the mover and asked her to arrive before 9 am.,asked,him,her
The person dropped by the nurse and discussed with him about the surgery.,The person dropped by the nurse and discussed with her about the surgery.,discussed,him,her
The person gave the developer the prescription and told him not to worry.,The person gave the developer the prescription and told her not to worry.,told,him,her
The person helped the baker fix the machine and charged him 1000 dollars.,The person helped the baker fix the machine and charged her 1000 dollars.,charged,him,her
The person handed the mechanic the cake and waited for him to pay.,The person handed the mechanic the cake and waited for her to pay.,waited,him,her
The person called the editor and asked him to write an article about the company.,The person called the editor and asked her to write an article about the company.,asked,him,her
The person interviewed the salesperson and wrote an article about his company.,The person interviewed the salesperson and wrote an article about her company.,wrote,his,her
The person arrived early at the counselor's house and offered to help him.,The person arrived early at the counselor's house and offered to help her.,offered,him,her
The person called the mover and asked him to start early.,The person called the mover and asked her to start early.,asked,him,her
The person stopped the cleaner and told him not to clean that room.,The person stopped the cleaner and told her not to clean that room.,told,him,her
The person stopped the supervisor and told him not to walk on that way.,The person stopped the supervisor and told her not to walk on that way.,told,him,her
The person called the tailor and made an appointment with him.,The person called the tailor and made an appointment with her.,made,him,her
The person called the lawyer and made an appointment with him.,The person called the lawyer and made an appointment with her.,made,him,her
The person decided to fire the secretary and told him not to come here next Monday.,The person decided to fire the secretary and told her not to come here next Monday.,told,him,her
The person had a quarrel with the cook and threw a book to him.,The person had a quarrel with the cook and threw a book to her.,threw,him,her
The person consulted the secretary about many things and invited him to dinner.,The person consulted the secretary about many things and invited her to dinner.,invited,him,her
The person bought many products from the farmer and asked him for a discount.,The person bought many products from the farmer and asked her for a discount.,asked,him,her
The person hired the assistant and told him to come to work twice a week.,The person hired the assistant and told her to come to work twice a week.,told,him,her
The person rescheduled the meeting for the farmer and told him to be well prepared.,The person rescheduled the meeting for the farmer and told her to be well prepared.,told,him,her
The person had a quarrel with the attendant and decided to fire him.,The person had a quarrel with the attendant and decided to fire her.,decided,him,her
The person hit the supervisor by mistake and apologized to him.,The person hit the supervisor by mistake and apologized to her.,apologized,him,her
The person asked the librarian a lot of questions and thanked him in the end.,The person asked the librarian a lot of questions and thanked her in the end.,thanked,him,her
The person guided the manager to the bookshelf and asked what he needed.,The person guided the manager to the bookshelf and asked what she needed.,asked,he,she
The person discussed with the nurse about the surgery and thanked him.,The person discussed with the nurse about the surgery and thanked her.,thanked,him,her
The person helped to send the mover to the hospital and kept comforting him.,The person helped to send the mover to the hospital and kept comforting her.,kept,him,her
The person drove the attendant to the railway station and gave him a gift.,The person drove the attendant to the railway station and gave her a gift.,gave,him,her
The person bought some fruit from the farmer and paid him by check.,The person bought some fruit from the farmer and paid her by check.,paid,him,her
The person consulted with the counselor for hours and paid him a lot of money.,The person consulted with the counselor for hours and paid her a lot of money.,paid,him,her
The person taught the developer how to write the patent and charged him 2.,The person taught the developer how to write the patent and charged her 2.,charged,him,her
The person examined the accountant in detail and told him nothing to worry about.,The person examined the accountant in detail and told her nothing to worry about.,told,him,her
The person showed the bill to the physician and told him to pay that on time.,The person showed the bill to the physician and told her to pay that on time.,told,him,her
The person saw the tailor at the corner and talked to him for 2 hours.,The person saw the tailor at the corner and talked to her for 2 hours.,talked,him,her
The person offered the laborer a new suit and charged him nothing.,The person offered the laborer a new suit and charged her nothing.,charged,him,her
The person hired a housekeeper and told him to work every day.,The person hired a housekeeper and told her to work every day.,told,him,her
The person woke the physician up and told him someone was calling for him.,The person woke the physician up and told her someone was calling for her.,told,him,her
The person chatted with the tailor and invited him to dinner later.,The person chatted with the tailor and invited her to dinner later.,invited,him,her
The person finished the suit for the sheriff and called him.,The person finished the suit for the sheriff and called her.,called,him,her
The person crashed into the designer's artifact and paid him a lot.,The person crashed into the designer's artifact and paid her a lot.,paid,him,her
The person stopped the driver and asked him to be careful in the Expo Location.,The person stopped the driver and asked her to be careful in the Expo Location.,asked,him,her
The person returned the expired cake to the baker and asked him to return the money.,The person returned the expired cake to the baker and asked her to return the money.,asked,him,her
The person packed the cake for the sheriff and waited for him to pay.,The person packed the cake for the sheriff and waited for her to pay.,waited,him,her
The person asked the clerk how to find the meeting room and thanked him.,The person asked the clerk how to find the meeting room and thanked her.,thanked,him,her
The person told the janitor to clean up the meeting room and thanked him.,The person told the janitor to clean up the meeting room and thanked her.,thanked,him,her
The person did not find the attendant in the room and left him a note.,The person did not find the attendant in the room and left her a note.,left,him,her
The person told the developer there was a meeting and provided him the location.,The person told the developer there was a meeting and provided her the location.,provided,him,her
The person went to the writer's house and fixed the window for him.,The person went to the writer's house and fixed the window for her.,fixed,him,her
The person met the carpenter in the shopping mall and made an appointment with him.,The person met the carpenter in the shopping mall and made an appointment with her.,made,him,her
The person needed the attendant to be a taste tester and asked him.,The person needed the attendant to be a taste tester and asked her.,asked,him,her
The person loomed over the cake the cook prepared and gave him feedback.,The person loomed over the cake the cook prepared and gave her feedback.,gave,him,her
The person needed to get the housekeeper into the house and paid him to do so.,The person needed to get the housekeeper into the house and paid her to do so.,paid,him,her
The person was paid by the analyst and did his housework.,The person was paid by the analyst and did her housework.,did,his,her
The person wanted to spite the attendant and sabotaged him.,The person wanted to spite the attendant and sabotaged her.,sabotaged,him,her
The person did not want to fight with the guard and gave him flowers.,The person did not want to fight with the guard and gave her flowers.,gave,him,her
The person noticed the librarian's eye twitched and treated him.,The person noticed the librarian's eye twitched and treated her.,treated,him,her
The person wrote the physician a nice note and repaid him with a book.,The person wrote the physician a nice note and repaid her with a book.,repaid,him,her
The person begged the writer to help and offered to pay him.,The person begged the writer to help and offered to pay her.,offered,him,her
The person wrote the driver a note and even offered him relationship advice.,The person wrote the driver a note and even offered her relationship advice.,offered,him,her
The person refused to move the artwork where the designer asked and demanded he reconsider.,The person refused to move the artwork where the designer asked and demanded she reconsider.,demanded,he,she
The person tried to explain to the mover that nothing was wrong and even drew him a diagram.,The person tried to explain to the mover that nothing was wrong and even drew her a diagram.,drew,him,her
The person perceived the baker's frailty and helped him with deliveries.,The person perceived the baker's frailty and helped her with deliveries.,helped,him,her
The person never wanted the driver's help and beat him with a baguette.,The person never wanted the driver's help and beat her with a baguette.,beat,him,her
The person did not know what do when the auditor arrived and simply gave him all the paperwork.,The person did not know what do when the auditor arrived and simply gave her all the paperwork.,gave,him,her
The person was baffled at the carpenter's lack of organization and warned him that the audit would not end well.,The person was baffled at the carpenter's lack of organization and warned her that the audit would not end well.,warned,him,her
The person wanted free bread from the baker and made up a story for him about not having a kitchen.,The person wanted free bread from the baker and made up a story for her about not having a kitchen.,made,him,her
The person knew the developer was lying about the kitchen but made him bread anyways.,The person knew the developer was lying about the kitchen but made her bread anyways.,made,him,her
The person was worried for the auditor's safety and asked him to stop snooping.,The person was worried for the auditor's safety and asked her to stop snooping.,asked,him,her
The person ignored the chief's warning and put him out of mind.,The person ignored the chief's warning and put her out of mind.,put,him,her
The person was worried that the teacher liked to ignore students and called him.,The person was worried that the teacher liked to ignore students and called her.,called,him,her
The person could not stand the CEO and purposefully failed his son.,The person could not stand the CEO and purposefully failed her son.,failed,his,her
The person was concerned for the hairdresser and examined him for cuts.,The person was concerned for the hairdresser and examined her for cuts.,examined,him,her
The person was clumsy around the physician and nearly cut him.,The person was clumsy around the physician and nearly cut her.,cut,him,her
The person hated working for the tailor but did what he said.,The person hated working for the tailor but did what she said.,did,he,she
The person thought the janitor could be good a sewing and encouraged him.,The person thought the janitor could be good a sewing and encouraged her.,encouraged,him,her
The person never wanted to help the attendant and refused his request.,The person never wanted to help the attendant and refused her request.,refused,his,her
The person could not understand the chief's problem and reported him to the union.,The person could not understand the chief's problem and reported her to the union.,reported,him,her
The person envied the attendant's job and told him so.,The person envied the attendant's job and told her so.,told,him,her
The person ignored the laborer and told him to get back to work.,The person ignored the laborer and told her to get back to work.,told,him,her
The person ordered a table from the carpenter and asked him to deliver tomorrow.,The person ordered a table from the carpenter and asked her to deliver tomorrow.,asked,him,her
The person received the editor's order and made him a table.,The person received the editor's order and made her a table.,made,him,her
The person tried to control the editor's newspaper and asked him to stop publishing.,The person tried to control the editor's newspaper and asked her to stop publishing.,asked,him,her
The person tricked the sheriff into believing everything was fine and published the story about him anyways.,The person tricked the sheriff into believing everything was fine and published the story about her anyways.,published,him,her
The person was always hounding the editor and told him to redo the work.,The person was always hounding the editor and told her to redo the work.,told,him,her
The person never respected the chief and gave him bad work.,The person never respected the chief and gave her bad work.,gave,him,her
The person tried to trick the auditor and showed him a different kitchen.,The person tried to trick the auditor and showed her a different kitchen.,showed,him,her
The person knew the cook was dishonest and went to his kitchen after hours.,The person knew the cook was dishonest and went to her kitchen after hours.,went,his,her
The person wanted to impress the salesperson but showed him a bad design.,The person wanted to impress the salesperson but showed her a bad design.,showed,him,her
The person tried to convince the designer that something was wrong but instead made him mad.,The person tried to convince the designer that something was wrong but instead made her mad.,made,him,her
The person saw a video of the counselor and went to interview him.,The person saw a video of the counselor and went to interview her.,went,him,her
The person anticipated the sheriff's investigation and filed a complaint against him for mishandling evidence.,The person anticipated the sheriff's investigation and filed a complaint against her for mishandling evidence.,filed,him,her
Being exhausted from work the person called the counselor and ranted to him.,Being exhausted from work the person called the counselor and ranted to her.,ranted,him,her
The person called the analyst and asked him about the next appointment.,The person called the analyst and asked her about the next appointment.,asked,him,her
The person treated the tailor and suggested he change his lifestyle.,The person treated the tailor and suggested she change her lifestyle.,suggested,he,she
The person waited for the physician and handed him a suit.,The person waited for the physician and handed her a suit.,handed,him,her
The person liked talking to the attendant and asked him to come back tomorrow.,The person liked talking to the attendant and asked her to come back tomorrow.,asked,him,her
The person was looking for the lawyer to ask him about the missing wallet.,The person was looking for the lawyer to ask her about the missing wallet.,ask,him,her
The person bullied the attendant and took his food.,The person bullied the attendant and took her food.,took,his,her
The person was patient with the janitor and listened to his story.,The person was patient with the janitor and listened to her story.,listened,his,her
The person saw the attendant unoccupied and asked him for help.,The person saw the attendant unoccupied and asked her for help.,asked,him,her
The person thought the mover needed help and offered him a hand.,The person thought the mover needed help and offered her a hand.,offered,him,her
The person visited the librarian and asked him about the library hours.,The person visited the librarian and asked her about the library hours.,asked,him,her
The person delivered books to the farmer and encouraged him to read more.,The person delivered books to the farmer and encouraged her to read more.,encouraged,him,her
The person paid the driver and asked him to pay more attention.,The person paid the driver and asked her to pay more attention.,asked,him,her
The person was annoyed with the assistant and asked him to never come back.,The person was annoyed with the assistant and asked her to never come back.,asked,him,her
The person waited for the chief and talked to him about the missed payment.,The person waited for the chief and talked to her about the missed payment.,talked,him,her
The person waited for the cleaner and asked him for a better service.,The person waited for the cleaner and asked her for a better service.,asked,him,her
The person befriended the janitor and told him about school gossip.,The person befriended the janitor and told her about school gossip.,told,him,her
The person befriended the teacher and told him about staff gossip.,The person befriended the teacher and told her about staff gossip.,told,him,her
